id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
1048,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,the works will the laying of natural stone pavements and the installation of underground heating and surface water drainage,2
3970,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative,pretax by 37 to 1931 from 3056,0
3294,"Net sales will , however , increase from 2005 .",positive,will however from,1
4242,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,neutral,ixonos will finance the acquisition through a 38 52 loan,2
848,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral,the energy sector accounted for approximately 33 and the steel for about 57 of the transportation volume,2
4433,"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,for incap revenue of some 70,2
1059,"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive,tallink claims the watertight doors of both vana tallinn and regina baltica their electrical are fully in working,1
2414,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,scanfil a manufacturer and supplier for communication and industrial electronics of 1087 in the first half of down from 1111 a,0
3210,"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral,the advisory does not apply to any other nokiabranded battery the,2
5354,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,paper mreal calculated that if 100000 biscuit cartons are made using a 25gsm lighter the co2 saved over the course of 12 would be equal to that generated by driving 1000 km by car,2
5105,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,neutral,glaston for the third of dropped to 24 35 from 35 51 for the of,2
995,AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive,astrazeneca to zs pharma for 27,1
2497,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,positive,double bottom with handle point of 5649 wmt httpchartlyml857v3,1
3727,"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",positive,kesko pursues a strategy of healthy focused growth concentrating on and to consumercustomers,1
4867,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,renewed ab inbev bid for sabmiller ups stake in beer battle,1
4260,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",neutral,however this signaling traffic which wastes network resources and allows fewer smartphones to connect,2
2437,`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,lemminkainen talo oy lahti office is a significant logistics and premises constructor,2
4368,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive,xli potential intermediate top in an uptrend on a 60154 charts httpstkscoj1tdf,1
3003,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",positive,update cib legal general egyptian life joint venture to axa,1
4894,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,neutral,the of the whole fiscal will be than in and is to be negative,2
2074,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,08 to a of 05,0
1417,$SPY weak close,negative,spy weak close,0
744,"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",neutral,only lnnen tehtaat showed a but it has only recently streamlining measures,2
5417,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,the refining margin for the was 1339 bbl to 1046 bbl in the prior,1
1375,Morrisons faces festive sales test,negative,morrisons faces festive test,0
1379,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,the dropped to eur30 6 from eur38 to the interim released,0
5772,27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,27 january 2011 it provider affecto afe1v it has won a eur1 2 usd1 6 from stateowned lithuanian social insurance institution sodra,1
431,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive,fibers and plastic maker suominen its narrowed to 16 20 in the first nine of from 216 27 in the same of,1
4552,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative,in the fourth went down to eur3 from eur4 2 for the of as it costs of growth,0
5148,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative,hlf shorts made a killing last couple days might make more if cover and back,0
364,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,neutral,forestry upmkymmene and waste management lassila tikanoja on jan 30 they were to produce ethanol and energy from commercial and industrial waste,2
2926,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,however the received during the under review by 17 quarteronquarter from the 213 recorded in the of,0
5383,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative,update 3exbarclays director accused by us of illegal tips to plumber,0
1704,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive,the parties have also agreed on options that allow uh to extensively implement later on also functionalities of human resources management,1
5402,No financial detail were available .,neutral,no detail were available,2
4269,No more waste-burning facilities should be built .,neutral,no more wasteburning facilities should be built,2
3164,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,sports equipment amer sports it has decided to lay off 370 workers from its salomon division in france,0
4306,Curators have divided their material into eight themes .,neutral,curators have divided their material into eight themes,2
4310,Glencore chief blames rivals' overproduction for share price fall,negative,glencore chief blames rivals overproduction for,0
4926,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive,in the first nine of the narrowed to 415000 from 74 for the of,1
497,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative,antti orkola president of kemira growhow industrial told thomson news the has put off opening the mine as of phosphate have been quite depressed for a time,0
3283,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,surged by 185 to eur167 8 teleste that eur20 4 or 122 of the came from the acquisitions made in,1
916,Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,negative,danish flsmidth has acknowledged that it has violated a patent held by metso,0
1129,"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",negative,tesla to recall 2700 model x suvs over seat issue httpstcoodpran59xq tsla httpstcoxvn4bliwpy httpstcothfvwtnrps,0
3068,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",neutral,vaahto that papermaking and process machinery is negotiations concerning the temporary layoffs of all 140 employees at the in hollola and tampere in,2
2376,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative,the decision means temporary layoffs of fixed duration at the nastola and jyvaskyla in southern and central respectively,0
3996,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,the elcoteq recently announced that the last three of the previous brought to it a major of more than half a kroons 32 for the fifth running,0
1256,Glencore slumps 25 pct as debt fears grow,negative,glencore slumps 25 as debt fears grow,0
4796,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral,london afx fortum it has agreed to its industrial maintenance to funds managed by capman for an undisclosed sum,2
1915,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,09 down from a of 27,0
5158,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,of these 29659239 are held by the or its and the number of outstanding and voting rights attached to the thus amounts to 322705218,2
4754,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,based on the first existing backlog and prospects the that fullyear will by 25 from the gross margin will stay at a healthy level and the margin will be than in due to volume,0
333,"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",neutral,external from the printing by 437 partly due to the termination of the printing between ilkkayhtyma printing house iprint oy and sector player hss media ab in december and the in printing,2
3229,$SAVE long. https://t.co/yEJuS9cMlC,positive,save httpstcoyejus9cmlc,1
1313,"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,to latest information benefon will launch its twig device on 20 september,2
354,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral,the majority owners of aspocomp thailand co ltd are certain private persons belonging to immediate circle of aspocomp present joint venture partner saha pathana interholding,2
3546,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,forest machinery manufacturer ponsse grew to 513 in the first of from 375 in the in,1
3416,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,the turnover for the full fiscal is to show a slight from the previous fiscal,1
1257,Standard Chartered Not Raising Capital Yet As Dividend Cut,negative,standard chartered not raising yet as dividend cut,0
2152,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,electronics manufacturer scanfil had of 522 in the first of down from 601 a before,0
1581,Joint procurement will be later extended to the factories in the Baltic countries .,neutral,joint procurement will be later extended to the factories in the baltic countries,2
5202,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,positive,the representative body of swedish meats approved an improved offer from hk ruokatalo to acquire the,1
650,pretty steady accumulation off support today.  Purdy. $AGU,positive,pretty steady accumulation off support purdy agu,1
4881,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,pulp and paper machinery maker vaahto swung to a 11 14 in the fiscal 200506 august 31 from a 249000 319000 in the fiscal 200405,1
5554,"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",negative,78 users on vetr are bearish on tesla motors inc indicating a rating 2 stars for tsla httpstcovvpzqcxsnj,0
2215,The announced restructuring will significantly decrease the Company 's indebtedness .,positive,the announced restructuring will significantly the indebtedness,1
1924,"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,local government commissioner of ml kurt svensson he will contact the management of componenta to find out if there are any alternatives to the decision to close down its in ml,2
1296,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,in julyseptember yit to 9708 to 9068 in the in,1
596,The transaction value is CAD 15 million approximately EUR 10 million .,neutral,the transaction is cad 15 approximately,2
2963,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,when completed the 120meter watchtower will be the building in ireland,2
5490,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive,the its in the first half of to reach the previous level,1
5715,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,tsla on fire what is that 6 up days in a row someone neeeeds in,1
2467,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive,fiskars the world scissors brand tm recently won learning magazine 2011 teachers choice award for the classroom,1
578,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",positive,the metal has gained 41 this as demand from china the world largest user,1
5004,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive,in china kone that elevators escalators and for modernisation and maintenance will build 342 escalators that will be installed in a highspeed railway section between beijing and shanghai in a 15 time,1
4599,Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,just stumbled upon this amazing chart ofix holy guac super overbought httpstkscoe0px1,0
4173,Spain's CaixaBank Expects To Close Deal For Banco BPI,positive,spains caixabank to close for banco bpi,1
311,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,negative,mcp rolling over for a intraday bottom pickers to get destroyed,0
2975,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative,adpnews sep 28 silicon wafers maker okmetic okm1v it will reduce the number of its clerical workers by 22 worldwide as a of personnel negotiations completed,0
4054,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,negative,tsla study the charts pullbacktime httpstcozmdg0fb3i7,0
3896,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,the airline closed down slightly at x20ac 1251 15us 74 in,0
3310,"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,juhani jrvi corporate executive vice president of kesko the russian food retail sector is fragmented,2
5696,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,pretax 3974 up from 1647,1
85,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,dealers the was largely hit by investor disappointment about a refining margin of just 948 usd per barrel for the and the performance of its shipping which saw ebit drop to from 20 a amid a in volumes and tanker rates,0
3872,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,return on roi was 41 to 438 in the first half of,0
3526,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,diageo ryder cup venue gleneagles hotel to ennismore,1
1294,$FB still a dog going much lower this week,negative,fb still a dog going much this week,0
4228,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,positive,incap and lankapaja aim to enter into actual to transfer the sheetmetal to the buyer in february in to complete the transfer on march 2011,1
1776,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral,the of alma media i d 19447574 is 4476751380 and it is divided into 74612523,2
824,The new technology improves the glass quality and consistency while increasing throughput .,positive,the improves the glass quality and consistency while throughput,1
4761,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,the scholarship amount was 40000 and the recipients were chosen on the recommendation of fine arts universities and sports associations,2
1374,"Royal Mail, Johnson Matthey lead FTSE lower",negative,royal mail johnson matthey lead ftse lower,0
789,$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative,aapl i am big out from this seems its towards 530,0
5557,The compnay also said that it would lower the price of development projects by about one third compared with last November .,neutral,the compnay also that it would lower the of development by about one third with last november,2
3730,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative,the periodend cash and cash equivalents eur6 to eur10 in the previous,0
5011,"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",neutral,of land of 22 in the first of down from 63 in the in,2
3736,Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,uponor improved its performance in spite of the in residential in the us,1
3374,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative,miners meltdown as bhp to rio tinto sink in commodities rout,0
949,"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",negative,the announcement pushed freenet down 63 or eur0 71 in frankfurt trade to eur10 65 as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet,0
3678,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,down to eur5 9 h1 09 august media ilkkayhtyma ilk2s its 45 on the to eur5 9 in the first half of,0
1246,$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,negative,kior my god getting crushed got ta hold if anything g should recover some tomorrow i imagine,0
5568,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,pharmaceuticals orion corp a in its thirdquarter earnings that were hit by larger expenditures on rd and marketing,0
945,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",positive,18 may electronics producer elcoteq se elqav that it has signed an extensive cooperation on industrialisation manufacturing distribution and aftermarket for phones with japan sharp tyo 6753,1
5341,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,last upm cut closed mills in and slashed 700 jobs,0
580,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative,revenue was slightly down at x20ac 495 634 to x20ac 497 a,0
2473,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,this acquisition supports our strategy of being close to our all around the world offering both equipment and related,1
5529,"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data .",neutral,key reasons to read this contains only relevant information leaving out excessive data,2
2983,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,neutral,to 381 from 553 in,2
1713,"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",neutral,virala oy ab was allocated by the of directors an amount of 19 which is 025 than maximum announced on 12302010,2
1914,$AMZN long into earnings. looks good over 600,positive,amzn into earnings looks good over 600,1
1233,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,neutral,solidium now holds 50 per cent of the solidium oy has acquired 50 per cent of the in tieto for approximately 58,2
2279,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,the the entire personnel of planmill oy who will transfer to the as socalled old employees,2
762,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",negative,rxii tang really is toxic they keep bringing the down at least they could let it climb a little before dragging it down,0
958,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive,under this biohit becomes a focus supplier of pipettors and disposable pipettor tips to vwr throughout europe,1
3195,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,okmetic its for the first half of to be less than in,0
5526,"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",neutral,ahlstrom headquartered in is a global involved in the development manufacture and marketing of performance fibrebased materials,2
482,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",positive,glaxosmithkline targets growth across scraps viiv ipo,1
4768,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative,adpnews feb real estate investor sponda sda1v that it slipped to a of 815 usd 118 in from a of 293 in,0
2659,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive,our has been satisfied with basware invoice automation and extends the implementation to geographies,1
5548,$ENDP Was looking for a long entry but today's price action wasn't appealing,neutral,endp was looking for a entry but action was nt appealing,2
3866,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,if honkarakenne there it will need a partner for sawmill,2
528,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,teleste hybrid tv components for the whole process of delivering video to consumers from content acquisition and creation to delivery through a range of access hfc hybrid fibrecoaxial xdsl etth and ftth,2
2378,"The total value of the agreement is USD4 .0 m , the company said .",neutral,the of the is usd4 0 the,2
2872,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,at 133 pm the 25 was 030 at 246367 and the was down 037 at 853742 on volume of 256,0
3159,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,positive,15 december finnishgerman telecoms equipment maker siemens networks it won a to upgrade the radio network of homebased telecommunications elisa eli1v,1
2980,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,at the slumped last after the was hit by poor snowfall in the major resorts in the winter of 200607,0
5164,"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,to hkscan the is to jrvisuomen portti to 80mn to 100mn,1
3498,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,improved by 399 to 180 from eur12 8,1
3582,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,ebit 144 to a of 03 in the in,1
5511,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative,however the saw its for the third down to eur1 4 from eur1 for the of,0
4681,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,aapl right back in the dips brought to you by cnbc lol,1
138,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,aspocomp acg1v issued its third on thursday 13 november posting an of eur0 4 as to a of eur0 in the third of,1
1042,Shell to buy BG Group in $69.7 billion takeover,positive,shell to bg in 697 takeover,1
4116,$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,negative,aapl rejected the hodshould head sitting on the sidelines for now,0
4992,"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",neutral,nevertheless the development can not be allowed to ruin the print newspaper which to be sanoma news main medium,2
1831,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,grew in the to x20ac 402 585us from x20ac 401 in,1
5410,S&P downgrades Barclays and RBS on government bailout fears,negative,sp downgrades barclays and rbs on government bailout fears,0
2207,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,negative,the confirmed its for revenue for the whole than the yearago 939 usd 1373 as given in the interim on august,0
5265,`` I 'm not sure what 's happening .,neutral,i not sure what happening,2
4508,"According to Tyrv+ñinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",neutral,to tyrvinen estimation japan is a very essential location in terms of finnair asian strategy,2
5348,Deutsche Bank cuts $SBUX,negative,deutsche cuts sbux,0
58,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,neutral,diluted earnings per eps to 063 from 171,2
1143,$JD down 20% in after-hour market. anyone care to explain why?,negative,jd down 20 in afterhour anyone care to explain why,0
3907,Primark racks up a happy Christmas after strong sales,positive,primark racks up a happy christmas after strong,1
2494,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,positive,airbus has 100 firm for the a350 and 89 nonbinding commitments,1
124,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,the nordic 40 omxn40 index comprising the 40 most traded nordic on the nasdaq exchange closed down 087 at 106414 points on thursday,0
2275,Small investors have voiced fears that the shares will end up with risk investors .,neutral,small investors have voiced fears that the will up with risk investors,2
3215,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative,qcor a little pullback is fine but if this erases all of gains i can not believe the manipulation its capable of,0
5229,"Rio Tinto swings to loss, drops dividend policy",negative,rio tinto swings to drops dividend policy,0
4583,The changes in readership were not significant .,neutral,the changes in readership were not significant,2
97,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",neutral,lember the matter was topical also in estonia where a bill has been drafted at the social affairs ministry that would scrap oldage pensions on favorable conditions,2
3649,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,the that in the three to the of march slid to eur86 4 us 1134 from eur91 2 last,0
2109,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,the subscription for options 2007a is between april and 31 march 2012,2
272,"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",negative,royal mail breached competition law over delivery changes ofcom claims,0
3574,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,efore for the last showed an even faster improvement as the managed to better source its components,1
1119,Breakingviews: IAG can pay more for Aer Lingus,positive,breakingviews iag can pay more for aer lingus,1
498,You 're not alone .,neutral,you re not alone,2
2140,"`` Following last year 's good profit development , we have entered the current year in a good position .",positive,following last good development we have entered the current in a good position,1
2095,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral,nonwovens and specialty papers made by ahlstrom are used in a large variety of everyday eg in filters wipes flooring labels and tapes,2
5116,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral,mr mikko saavalainen head of comptel global concludes gibtelecom a perfect illustration of the variety of technical and regulatory challenges operators are facing in their oss,2
479,StanChart and RBS struggle in Bank of England stress tests,negative,stanchart and rbs struggle in of england stress tests,0
4251,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,the income ebit 00 up from 03 yearonyear,1
4205,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,energy fortum on november 13 it was granted an environmental permit to build a biofuelfired combined heat and power chp in vartan harbor in eastern stockholm,1
3377,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,to the latvian register uponor latvia closed in red with lvl 99000 13953817 usd 19455648 on turnover of lvl 2346 for,0
2870,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",neutral,pretax 499 to a of 154 in the in,2
2853,CompaniesDixons Carphone to close 134 UK stores as sales jump,positive,companiesdixons carphone to close 134 uk stores as jump,1
1065,"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,tieto is also used to send process and receive materials related to absentee voting,2
5675,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,before nonrecurring items was 83 in the first nine of to 84 in the in,0
